Departamento: ANTIOQUIA (Código: 5), Municipio: MEDELLÍN (Código: 5001), Centro Poblado: MEDELLÍN (Código: 5001000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: CHOCÓ (Código: 27), Municipio: RIOSUCIO (Código: 27615), Centro Poblado: RIOSUCIO (Código: 27615000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: CHOCÓ (Código: 27), Municipio: RIOSUCIO (Código: 27615), Centro Poblado: LA HONDA (Código: 27615006), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: RIOSUCIO (Código: 27615), Centro Poblado: TRUANDÓ (Código: 27615012), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: RIOSUCIO (Código: 27615), Centro Poblado: VILLANUEVA (Código: 27615015), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: RIOSUCIO (Código: 27615), Centro Poblado: LA RAYA (Código: 27615019), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: RIOSUCIO (Código: 27615), Centro Poblado: PERANCHITO (Código: 27615022), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: RIOSUCIO (Código: 27615), Centro Poblado: BELÉN DE BAJIRÁ (Código: 27615023), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: RIOSUCIO (Código: 27615), Centro Poblado: LA ISLETA (Código: 27615024), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: CHOCÓ (Código: 27), Municipio: RIOSUCIO (Código: 27615), Centro Poblado: PUENTE AMÉRICA - CACARICA (Código: 27615027), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: RIOSUCIO (Código: 27615), Centro Poblado: PEDEGUITA (Código: 27615030), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: RIOSUCIO (Código: 27615), Centro Poblado: BLANQUISET (Código: 27615033), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: RIOSUCIO (Código: 27615), Centro Poblado: CAMPO ALEGRE (Código: 27615034), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: RIOSUCIO (Código: 27615), Centro Poblado: MACONDO (Código: 27615037), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: RIOSUCIO (Código: 27615), Centro Poblado: NUEVO ORIENTE (Código: 27615038), Tipo: CENTRO POBLADO (CP)
Departamento: CHOCÓ (Código: 27), Municipio: RIOSUCIO (Código: 27615), Centro Poblado: PLAYA ROJA (Código: 27615039), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: RIOSUCIO (Código: 27615), Centro Poblado: 7 DE AGOSTO (Código: 27615045), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: RIOSUCIO (Código: 27615), Centro Poblado: LA PUNTA (Código: 27615046), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: RIOSUCIO (Código: 27615), Centro Poblado: SANTA MARIA (Código: 27615047), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: RIOSUCIO (Código: 27615), Centro Poblado: BRISAS (Código: 27615048), Tipo: CENTRO POBLADO (CP)
Departamento: CHOCÓ (Código: 27), Municipio: RIOSUCIO (Código: 27615), Centro Poblado: CHINTADÓ MEDIO (Código: 27615049), Tipo: CENTRO POBLADO (CP)
Departamento: CHOCÓ (Código: 27), Municipio: SAN JOSÉ DEL PALMAR (Código: 27660), Centro Poblado: SAN JOSÉ DEL PALMAR (Código: 27660000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: CHOCÓ (Código: 27), Municipio: SAN JOSÉ DEL PALMAR (Código: 27660), Centro Poblado: SAN PEDRO INGARA (Código: 27660003), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: CHOCÓ (Código: 27), Municipio: SAN JOSÉ DEL PALMAR (Código: 27660), Centro Poblado: LA ITALIA (Código: 27660006), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: SIPÍ (Código: 27745), Centro Poblado: SIPÍ (Código: 27745000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: CHOCÓ (Código: 27), Municipio: SIPÍ (Código: 27745), Centro Poblado: CAÑAVERAL (Código: 27745001), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: SIPÍ (Código: 27745), Centro Poblado: SAN AGUSTÍN (Código: 27745003), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: SIPÍ (Código: 27745), Centro Poblado: TAPARAL (Código: 27745004), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: CHOCÓ (Código: 27), Municipio: SIPÍ (Código: 27745), Centro Poblado: TANANDÓ (Código: 27745009), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: SIPÍ (Código: 27745), Centro Poblado: BUENAS BRISAS (Código: 27745010), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: SIPÍ (Código: 27745), Centro Poblado: CHAMBACÚ (Código: 27745011), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: SIPÍ (Código: 27745), Centro Poblado: LOMA DE CHUPEY (Código: 27745012), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: SIPÍ (Código: 27745), Centro Poblado: MARQUEZA (Código: 27745013), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: SIPÍ (Código: 27745), Centro Poblado: SANTA ROSA (Código: 27745014), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: SIPÍ (Código: 27745), Centro Poblado: TEATINO (Código: 27745015), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: SIPÍ (Código: 27745), Centro Poblado: BARRANCON (Código: 27745016), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: SIPÍ (Código: 27745), Centro Poblado: BARRANCONCITO (Código: 27745017), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: SIPÍ (Código: 27745), Centro Poblado: CHARCO HONDO (Código: 27745018), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: SIPÍ (Código: 27745), Centro Poblado: CHARCO LARGO (Código: 27745019), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: SIPÍ (Código: 27745), Centro Poblado: PLAYA RICA (Código: 27745020), Tipo: CENTRO POBLADO (CP)
Departamento: CHOCÓ (Código: 27), Municipio: TADÓ (Código: 27787), Centro Poblado: TADÓ (Código: 27787000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: CHOCÓ (Código: 27), Municipio: TADÓ (Código: 27787), Centro Poblado: CARMELO (Código: 27787002), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: TADÓ (Código: 27787), Centro Poblado: TAPÓN (Código: 27787004), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: TADÓ (Código: 27787), Centro Poblado: GUARATO (Código: 27787005), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: TADÓ (Código: 27787), Centro Poblado: MUMBÚ (Código: 27787009), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: TADÓ (Código: 27787), Centro Poblado: PLAYA DE ORO (Código: 27787010), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: TADÓ (Código: 27787), Centro Poblado: CORCOBADO (Código: 27787015), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: TADÓ (Código: 27787), Centro Poblado: MANUNGARÁ (Código: 27787016), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: TADÓ (Código: 27787), Centro Poblado: TABOR (Código: 27787021), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: TADÓ (Código: 27787), Centro Poblado: ANGOSTURA (Código: 27787022), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: TADÓ (Código: 27787), Centro Poblado: GINGARABÁ (Código: 27787026), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: UNGUÍA (Código: 27800), Centro Poblado: UNGUÍA (Código: 27800000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: CHOCÓ (Código: 27), Municipio: UNGUÍA (Código: 27800), Centro Poblado: BALBOA (Código: 27800001), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: UNGUÍA (Código: 27800), Centro Poblado: GILGAL (Código: 27800002), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: UNGUÍA (Código: 27800), Centro Poblado: SANTA MARÍA DEL DARIÉN (Código: 27800003), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: UNGUÍA (Código: 27800), Centro Poblado: TANELA (Código: 27800004), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: UNGUÍA (Código: 27800), Centro Poblado: TITUMATE (Código: 27800005), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: UNGUÍA (Código: 27800), Centro Poblado: BETECITO (Código: 27800007), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: UNGUÍA (Código: 27800), Centro Poblado: MARRIAGA (Código: 27800008), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: UNGUÍA (Código: 27800), Centro Poblado: EL PUERTO (Código: 27800011), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: UNGUÍA (Código: 27800), Centro Poblado: EL ROTO (Código: 27800012), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: UNGUÍA (Código: 27800), Centro Poblado: ARQUIA (Código: 27800015), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: UNGUÍA (Código: 27800), Centro Poblado: ARQUIA (Código: 27800016), Tipo: CASERÍO (CAS)
Departamento: CHOCÓ (Código: 27), Municipio: UNIÓN PANAMERICANA (Código: 27810), Centro Poblado: ÁNIMAS (Código: 27810000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: CHOCÓ (Código: 27), Municipio: UNIÓN PANAMERICANA (Código: 27810), Centro Poblado: EL PLAN DE RASPADURA (Código: 27810001), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: UNIÓN PANAMERICANA (Código: 27810), Centro Poblado: LA YE (Código: 27810002), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: UNIÓN PANAMERICANA (Código: 27810), Centro Poblado: SAN RAFAEL DEL DOS (Código: 27810003), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: CHOCÓ (Código: 27), Municipio: UNIÓN PANAMERICANA (Código: 27810), Centro Poblado: SAN PABLO ADENTRO (Código: 27810004), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: HUILA (Código: 41), Municipio: NEIVA (Código: 41001), Centro Poblado: NEIVA (Código: 41001000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: HUILA (Código: 41), Municipio: NEIVA (Código: 41001), Centro Poblado: CAGUÁN (Código: 41001001), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: HUILA (Código: 41), Municipio: NEIVA (Código: 41001), Centro Poblado: CHAPINERO (Código: 41001002), Tipo: CASERÍO (CAS)
Departamento: HUILA (Código: 41), Municipio: NEIVA (Código: 41001), Centro Poblado: FORTALECILLAS (Código: 41001003), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: HUILA (Código: 41), Municipio: NEIVA (Código: 41001), Centro Poblado: GUACIRCO (Código: 41001004), Tipo: CASERÍO (CAS)
Departamento: HUILA (Código: 41), Municipio: NEIVA (Código: 41001), Centro Poblado: ÓRGANOS (Código: 41001006), Tipo: CASERÍO (CAS)
Departamento: HUILA (Código: 41), Municipio: NEIVA (Código: 41001), Centro Poblado: PALACIOS (Código: 41001007), Tipo: CASERÍO (CAS)
Departamento: HUILA (Código: 41), Municipio: NEIVA (Código: 41001), Centro Poblado: PEÑAS BLANCAS (Código: 41001008), Tipo: CASERÍO (CAS)
Departamento: HUILA (Código: 41), Municipio: NEIVA (Código: 41001), Centro Poblado: SAN LUIS (Código: 41001011), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: HUILA (Código: 41), Municipio: NEIVA (Código: 41001), Centro Poblado: VEGALARGA (Código: 41001012), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: HUILA (Código: 41), Municipio: NEIVA (Código: 41001), Centro Poblado: EL TRIUNFO (Código: 41001013), Tipo: CASERÍO (CAS)
Departamento: HUILA (Código: 41), Municipio: NEIVA (Código: 41001), Centro Poblado: SAN FRANCISCO (Código: 41001014), Tipo: CASERÍO (CAS)
Departamento: HUILA (Código: 41), Municipio: NEIVA (Código: 41001), Centro Poblado: EL COLEGIO (Código: 41001016), Tipo: CASERÍO (CAS)
Departamento: HUILA (Código: 41), Municipio: NEIVA (Código: 41001), Centro Poblado: SAN ANTONIO DE ANACONIA (Código: 41001017), Tipo: CASERÍO (CAS)
Departamento: HUILA (Código: 41), Municipio: NEIVA (Código: 41001), Centro Poblado: AIPECITO (Código: 41001018), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: HUILA (Código: 41), Municipio: NEIVA (Código: 41001), Centro Poblado: EL VENADO (Código: 41001022), Tipo: CENTRO POBLADO (CP)
Departamento: HUILA (Código: 41), Municipio: NEIVA (Código: 41001), Centro Poblado: PIEDRA MARCADA (Código: 41001024), Tipo: CENTRO POBLADO (CP)
Departamento: HUILA (Código: 41), Municipio: NEIVA (Código: 41001), Centro Poblado: CEDRALITO (Código: 41001029), Tipo: CENTRO POBLADO (CP)
Departamento: HUILA (Código: 41), Municipio: NEIVA (Código: 41001), Centro Poblado: LA MATA (Código: 41001030), Tipo: CENTRO POBLADO (CP)
Departamento: HUILA (Código: 41), Municipio: NEIVA (Código: 41001), Centro Poblado: PRADERA (Código: 41001031), Tipo: CENTRO POBLADO (CP)
Departamento: HUILA (Código: 41), Municipio: NEIVA (Código: 41001), Centro Poblado: CEDRAL (Código: 41001032), Tipo: CENTRO POBLADO (CP)
Departamento: HUILA (Código: 41), Municipio: NEIVA (Código: 41001), Centro Poblado: LA JULIA (Código: 41001033), Tipo: CENTRO POBLADO (CP)
Departamento: HUILA (Código: 41), Municipio: NEIVA (Código: 41001), Centro Poblado: SAN JORGE (Código: 41001034), Tipo: CENTRO POBLADO (CP)
Departamento: HUILA (Código: 41), Municipio: NEIVA (Código: 41001), Centro Poblado: SANTA BARBARA (Código: 41001035), Tipo: CENTRO POBLADO (CP)
Departamento: HUILA (Código: 41), Municipio: ACEVEDO (Código: 41006), Centro Poblado: ACEVEDO (Código: 41006000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: HUILA (Código: 41), Municipio: ACEVEDO (Código: 41006), Centro Poblado: SAN ADOLFO (Código: 41006001), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: HUILA (Código: 41), Municipio: ACEVEDO (Código: 41006), Centro Poblado: PUEBLO VIEJO (Código: 41006003), Tipo: CASERÍO (CAS)
Departamento: HUILA (Código: 41), Municipio: ACEVEDO (Código: 41006), Centro Poblado: SAN MARCOS (Código: 41006005), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: HUILA (Código: 41), Municipio: ACEVEDO (Código: 41006), Centro Poblado: EL CARMEN (Código: 41006011), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: HUILA (Código: 41), Municipio: AGRADO (Código: 41013), Centro Poblado: AGRADO (Código: 41013000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: HUILA (Código: 41), Municipio: AGRADO (Código: 41013), Centro Poblado: LA CAÑADA (Código: 41013001), Tipo: CASERÍO (CAS)
Departamento: HUILA (Código: 41), Municipio: AGRADO (Código: 41013), Centro Poblado: SAN JOSÉ DE BELÉN (Código: 41013003), Tipo: CENTRO POBLADO (CP)
Departamento: HUILA (Código: 41), Municipio: AIPE (Código: 41016), Centro Poblado: AIPE (Código: 41016000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: HUILA (Código: 41), Municipio: AIPE (Código: 41016), Centro Poblado: PRAGA (Código: 41016001), Tipo: CASERÍO (CAS)
Departamento: HUILA (Código: 41), Municipio: AIPE (Código: 41016), Centro Poblado: SANTA RITA (Código: 41016002), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: HUILA (Código: 41), Municipio: AIPE (Código: 41016), Centro Poblado: EL PATA (Código: 41016003), Tipo: CASERÍO (CAS)
Departamento: HUILA (Código: 41), Municipio: AIPE (Código: 41016), Centro Poblado: CRUCE DE GUACIRCO (Código: 41016004), Tipo: CASERÍO (CAS)
Departamento: HUILA (Código: 41), Municipio: AIPE (Código: 41016), Centro Poblado: LA CEJA-MESITAS (Código: 41016005), Tipo: CENTRO POBLADO (CP)
Departamento: HUILA (Código: 41), Municipio: ALGECIRAS (Código: 41020), Centro Poblado: ALGECIRAS (Código: 41020000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: HUILA (Código: 41), Municipio: ALGECIRAS (Código: 41020), Centro Poblado: EL PARAÍSO VIEJO (Código: 41020001), Tipo: CASERÍO (CAS)
Departamento: HUILA (Código: 41), Municipio: ALGECIRAS (Código: 41020), Centro Poblado: LA ARCADIA (Código: 41020002), Tipo: CASERÍO (CAS)
Departamento: HUILA (Código: 41), Municipio: ALGECIRAS (Código: 41020), Centro Poblado: EL TORO (Código: 41020003), Tipo: CASERÍO (CAS)
Departamento: HUILA (Código: 41), Municipio: ALGECIRAS (Código: 41020), Centro Poblado: EL PARAÍSO NUEVO (Código: 41020006), Tipo: CASERÍO (CAS)
Departamento: HUILA (Código: 41), Municipio: ALTAMIRA (Código: 41026), Centro Poblado: ALTAMIRA (Código: 41026000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: HUILA (Código: 41), Municipio: ALTAMIRA (Código: 41026), Centro Poblado: LLANO DE LA VIRGEN (Código: 41026004), Tipo: CENTRO POBLADO (CP)
Departamento: HUILA (Código: 41), Municipio: ALTAMIRA (Código: 41026), Centro Poblado: PUENTE (Código: 41026005), Tipo: CENTRO POBLADO (CP)
Departamento: HUILA (Código: 41), Municipio: BARAYA (Código: 41078), Centro Poblado: BARAYA (Código: 41078000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: HUILA (Código: 41), Municipio: BARAYA (Código: 41078), Centro Poblado: LA UNIÓN (Código: 41078010), Tipo: CASERÍO (CAS)
Departamento: HUILA (Código: 41), Municipio: BARAYA (Código: 41078), Centro Poblado: TURQUESTÁN (Código: 41078011), Tipo: CASERÍO (CAS)
Departamento: HUILA (Código: 41), Municipio: CAMPOALEGRE (Código: 41132), Centro Poblado: CAMPOALEGRE (Código: 41132000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: HUILA (Código: 41), Municipio: CAMPOALEGRE (Código: 41132), Centro Poblado: LA VEGA (Código: 41132001), Tipo: CENTRO POBLADO (CP)
Departamento: HUILA (Código: 41), Municipio: CAMPOALEGRE (Código: 41132), Centro Poblado: OTAS (Código: 41132002), Tipo: CENTRO POBLADO (CP)
Departamento: HUILA (Código: 41), Municipio: CAMPOALEGRE (Código: 41132), Centro Poblado: BAJO PIRAVANTE (Código: 41132003), Tipo: CENTRO POBLADO (CP)
Departamento: HUILA (Código: 41), Municipio: CAMPOALEGRE (Código: 41132), Centro Poblado: RÍO NEIVA (Código: 41132004), Tipo: CENTRO POBLADO (CP)
Departamento: HUILA (Código: 41), Municipio: CAMPOALEGRE (Código: 41132), Centro Poblado: LA ESPERANZA (Código: 41132005), Tipo: CENTRO POBLADO (CP)
Departamento: HUILA (Código: 41), Municipio: CAMPOALEGRE (Código: 41132), Centro Poblado: LOS ROSALES (Código: 41132006), Tipo: CENTRO POBLADO (CP)
Departamento: HUILA (Código: 41), Municipio: COLOMBIA (Código: 41206), Centro Poblado: COLOMBIA (Código: 41206000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: HUILA (Código: 41), Municipio: COLOMBIA (Código: 41206), Centro Poblado: SANTANA (Código: 41206002), Tipo: CENTRO POBLADO (CP)
Departamento: HUILA (Código: 41), Municipio: COLOMBIA (Código: 41206), Centro Poblado: SAN MARCOS (Código: 41206005), Tipo: CENTRO POBLADO (CP)
Departamento: HUILA (Código: 41), Municipio: ELÍAS (Código: 41244), Centro Poblado: ELÍAS (Código: 41244000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: HUILA (Código: 41), Municipio: ELÍAS (Código: 41244), Centro Poblado: EL VISO (Código: 41244001), Tipo: CASERÍO (CAS)
Departamento: HUILA (Código: 41), Municipio: ELÍAS (Código: 41244), Centro Poblado: ORITOGUAZ (Código: 41244002), Tipo: CASERÍO (CAS)
Departamento: HUILA (Código: 41), Municipio: GARZÓN (Código: 41298), Centro Poblado: GARZÓN (Código: 41298000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: HUILA (Código: 41), Municipio: GARZÓN (Código: 41298), Centro Poblado: EL RECREO (Código: 41298001), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: HUILA (Código: 41), Municipio: GARZÓN (Código: 41298), Centro Poblado: LA JAGUA (Código: 41298002), Tipo: CASERÍO (CAS)
Departamento: HUILA (Código: 41), Municipio: GARZÓN (Código: 41298), Centro Poblado: SAN ANTONIO DEL PESCADO (Código: 41298003), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: HUILA (Código: 41), Municipio: GARZÓN (Código: 41298), Centro Poblado: ZULUAGA (Código: 41298004), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: HUILA (Código: 41), Municipio: GARZÓN (Código: 41298), Centro Poblado: EL PARAÍSO (Código: 41298005), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: HUILA (Código: 41), Municipio: GARZÓN (Código: 41298), Centro Poblado: PROVIDENCIA (Código: 41298007), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: HUILA (Código: 41), Municipio: GARZÓN (Código: 41298), Centro Poblado: EL MESÓN (Código: 41298008), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: HUILA (Código: 41), Municipio: GARZÓN (Código: 41298), Centro Poblado: PLAZUELA (Código: 41298012), Tipo: CASERÍO (CAS)
Departamento: HUILA (Código: 41), Municipio: GARZÓN (Código: 41298), Centro Poblado: CAGUANCITO (Código: 41298013), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: HUILA (Código: 41), Municipio: GARZÓN (Código: 41298), Centro Poblado: EL DESCANSO (Código: 41298014), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
